2 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:1.1746498 7:0.0 8:0.0 9:0.1014884 10:0.0 11:0.0 12:0.375 13:0.22727273 14:0.018691588 15:0.0 16:22.321112 # 496398
2 qid:3 1:4.229292 2:2.2700152 3:0.0 4:0.0 5:0.0 6:1.1746498 7:0.0 8:0.0 9:0.15242337 10:0.0 11:0.0 12:0.09375 13:0.4318182 14:0.12149532 15:0.0021141649 16:22.321112 # 527283
3 qid:3 1:4.229292 2:0.0 3:0.0 4:0.0 5:0.0 6:1.1332077 7:1.8038108 8:0.0 9:0.08591863 10:1.0 11:0.0006529546 12:0.125 13:0.4318182 14:0.037383176 15:0.0021141649 16:22.279669 # 456461
2 qid:3 1:3.7549524 2:4.8597174 3:0.0 4:1.749078 5:0.0 6:1.8653452 7:0.0 8:0.0 9:0.078481 10:0.6 11:0.0003264773 12:0.0625 13:0.13636364 14:0.028037382 15:0.0 16:22.272917 # 419666
1 qid:3 1:4.229292 2:2.0848489 3:0.0 4:0.0 5:0.0 6:1.0585179 7:0.0 8:0.0 9:0.08137546 10:0.0 11:0.0 12:0.125 13:0.3409091 14:0.07476635 15:0.0 16:22.204979 # 437958
3 qid:3 1:4.229292 2:0.0 3:0.0 4:0.0 5:0.0 6:1.0247474 7:0.0 8:0.0 9:0.055765845 10:1.0 11:0.0003264773 12:0.0625 13:0.5681818 14:0.13084112 15:0.0 16:22.17121 # 109395
2 qid:3 1:4.066272 2:5.736642 3:0.0 4:0.0 5:0.0 6:1.7874901 7:0.0 8:0.0 9:0.1267379 10:0.0 11:0.0 12:0.21875 13:0.18181819 14:0.037383176 15:0.0 16:22.11885 # 521125
1 qid:3 1:4.229292 2:2.7577915 3:0.0 4:0.0 5:0.0 6:0.0 7:1.8038108 8:0.0 9:0.098486565 10:0.6 11:0.0003264773 12:0.25 13:0.25 14:0.018691588 15:0.0042283298 16:22.048367 # 490183
3 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:0.0 7:5.889819 8:0.0 9:0.070382506 10:0.9 11:0.0013059092 12:0.3125 13:0.22727273 14:0.028037382 15:0.0042283298 16:21.998741 # 331650
4 qid:3 1:4.229292 2:4.978031 3:0.0 4:0.0 5:0.0 6:0.0 7:7.161678 8:0.0 9:0.048888125 10:1.0 11:0.0022853413 12:0.15625 13:0.27272728 14:0.056074765 15:0.0021141649 16:21.829596 # 34180
3 qid:3 1:3.7549524 2:4.277792 3:0.0 4:1.5119452 5:0.0 6:0.0 7:1.9153347 8:0.0 9:0.067765124 10:1.0 11:0.0009794319 12:0.28125 13:0.22727273 14:0.056074765 15:0.0021141649 16:21.798653 # 295694
3 qid:3 1:4.356983 2:6.898358 3:0.0 4:0.0 5:0.0 6:1.856154 7:6.1433372 8:0.0 9:0.05307491 10:1.0 11:0.0009794319 12:0.09375 13:0.29545456 14:0.1495327 15:0.0 16:21.784914 # 85119
2 qid:3 1:4.356983 2:0.0 3:0.0 4:0.0 5:0.0 6:1.1332077 7:0.0 8:0.0 9:0.06075141 10:0.0 11:0.0 12:0.15625 13:0.3409091 14:0.04672897 15:0.0 16:21.784914 # 177994
2 qid:3 1:4.356983 2:6.898358 3:0.0 4:1.3314347 5:0.0 6:2.4178123 7:0.0 8:0.0 9:0.13246751 10:0.0 11:0.0 12:0.0625 13:0.3181818 14:0.084112145 15:0.0 16:21.784914 # 522457
4 qid:3 1:4.229292 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:6.0626535 8:0.0 9:0.047505807 10:1.0 11:0.0029382957 12:0.1875 13:0.20454547 14:0.084112145 15:0.0 16:21.727154 # 15500
2 qid:3 1:3.7549524 2:0.0 3:0.0 4:1.4720306 5:0.0 6:2.0323195 7:0.0 8:0.0 9:0.06855147 10:0.8 11:0.0003264773 12:0.125 13:0.20454547 14:0.018691588 15:0.0 16:21.718822 # 306728
4 qid:3 1:3.7549524 2:0.0 3:0.0 4:1.4341698 5:0.0 6:2.0649838 7:1.1194193 8:0.0 9:0.073844895 10:1.0 11:0.0019588638 12:0.0625 13:0.27272728 14:0.06542056 15:0.0021141649 16:21.6431 # 377967
2 qid:3 1:3.7549524 2:4.978031 3:0.0 4:1.4085848 5:0.0 6:2.2495968 7:0.0 8:0.0 9:0.08650711 10:0.0 11:0.0 12:0.0625 13:0.5 14:0.1495327 15:0.0 16:21.59193 # 458861
5 qid:3 1:4.229292 2:3.048407 3:0.0 4:0.0 5:0.0 6:0.0 7:4.2033567 8:0.0 9:0.054618254 10:1.0 11:0.0048971595 12:0.03125 13:0.36363637 14:0.13084112 15:0.0042283298 16:21.580656 # 99438
3 qid:3 1:3.7549524 2:4.1665277 3:0.0 4:1.3982072 5:0.0 6:2.1880703 7:2.0084672 8:0.0 9:0.048583347 10:1.0 11:0.0009794319 12:0.0625 13:0.3181818 14:0.09345794 15:0.0021141649 16:21.571175 # 29556
2 qid:3 1:3.7549524 2:7.3298616 3:0.0 4:0.0 5:0.0 6:3.640118 7:0.0 8:0.0 9:0.18697014 10:0.0 11:0.0 12:0.0 13:0.36363637 14:0.1401869 15:0.0042283298 16:21.56835 # 533453
4 qid:3 1:3.7549524 2:1.807942 3:0.0 4:1.3003843 5:0.0 6:1.3759233 7:4.664213 8:0.0 9:0.050687775 10:1.0 11:0.0029382957 12:0.1875 13:0.3181818 14:0.13084112 15:0.006342495 16:21.37553 # 58488
3 qid:3 1:3.7549524 2:1.7145479 3:0.0 4:1.3003843 5:0.0 6:1.9699962 7:0.0 8:0.0 9:0.21184233 10:0.0 11:0.0 12:0.125 13:0.3181818 14:0.037383176 15:0.0021141649 16:21.37553 # 535697
2 qid:3 1:3.7549524 2:4.8597174 3:0.0 4:1.3003843 5:0.0 6:0.0 7:0.0 8:0.0 9:0.42101434 10:0.0 11:0.0 12:0.0625 13:0.36363637 14:0.084112145 15:0.0021141649 16:21.37553 # 540880
2 qid:3 1:3.7549524 2:3.9264953 3:0.0 4:1.2707489 5:0.0 6:0.0 7:0.0 8:0.0 9:0.05155101 10:1.0 11:0.0003264773 12:0.15625 13:0.3409091 14:0.12149532 15:0.0 16:21.31626 # 68510
3 qid:3 1:3.7549524 2:1.4844916 3:0.0 4:1.2707489 5:0.0 6:1.3470712 7:0.0 8:0.0 9:0.08172043 10:0.0 11:0.0 12:0.125 13:0.36363637 14:0.04672897 15:0.0021141649 16:21.31626 # 439263
3 qid:3 1:4.066272 2:4.808874 3:0.0 4:0.0 5:0.0 6:0.0 7:6.722015 8:0.0 9:0.091728345 10:1.0 11:0.0006529546 12:0.1875 13:0.36363637 14:0.06542056 15:0.0021141649 16:21.304062 # 474008
2 qid:3 1:3.7549524 2:4.343545 3:0.0 4:1.2424343 5:0.0 6:6.127532 7:0.0 8:0.0 9:0.079039894 10:0.0 11:0.0 12:0.34375 13:0.25 14:0.028037382 15:0.0 16:21.25963 # 424858
2 qid:3 1:3.7549524 2:4.8597174 3:0.0 4:1.1178916 5:0.0 6:1.2673451 7:0.0 8:0.0 9:0.051842876 10:0.0 11:0.0 12:0.25 13:0.38636366 14:0.11214953 15:0.0 16:21.010544 # 71474
2 qid:3 1:3.7549524 2:0.0 3:0.0 4:1.1178916 5:0.0 6:2.1298661 7:0.0 8:0.0 9:0.12076236 10:0.0 11:0.0 12:0.09375 13:0.3409091 14:0.028037382 15:0.0 16:21.010544 # 518712
4 qid:4 1:3.1988811 2:3.388533 3:0.0 4:0.0 5:0.0 6:3.722008 7:3.852229 8:0.0 9:0.067403466 10:1.0 11:0.0026118185 12:0.125 13:0.11363637 14:0.04672897 15:0.0021141649 16:15.994406 # 289773
2 qid:4 1:3.1988811 2:3.388533 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.07125887 10:0.0 11:0.0 12:0.09375 13:0.20454547 14:0.009345794 15:0.0 16:15.994406 # 344664
3 qid:4 1:3.1988811 2:1.937851 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.07912526 10:1.0 11:0.0006529546 12:0.21875 13:0.09090909 14:0.04672897 15:0.0042283298 16:15.994406 # 425782
3 qid:4 1:3.0585327 2:3.9198232 3:0.0 4:0.0 5:0.0 6:3.2790337 7:2.8880801 8:0.0 9:0.077963136 10:1.0 11:0.0003264773 12:0.1875 13:0.20454547 14:0.028037382 15:0.0 16:15.292664 # 416085
1 qid:4 1:2.7947865 2:2.1875958 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.049516 10:1.0 11:0.0006529546 12:0.09375 13:0.06818182 14:0.04672897 15:0.0 16:13.973931 # 43550
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.3071516 8:0.0 9:0.0495629 10:1.0 11:0.0032647732 12:0.25 13:0.20454547 14:0.21495326 15:0.0021141649 16:13.973931 # 44027
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.166254 8:0.0 9:0.049697403 10:1.0 11:0.017303297 12:0.25 13:0.1590909 14:0.1401869 15:0.0084566595 16:13.973931 # 46003
3 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.1401925 8:0.0 9:0.049751405 10:1.0 11:0.0019588638 12:0.15625 13:0.27272728 14:0.04672897 15:0.0021141649 16:13.973931 # 47424
3 qid:4 1:2.7947865 2:1.9659057 3:0.0 4:0.0 5:0.0 6:2.3604386 7:2.75416 8:0.0 9:0.04985977 10:0.8 11:0.0006529546 12:0.28125 13:0.06818182 14:0.12149532 15:0.0 16:13.973931 # 48018
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.6857584 8:0.0 9:0.050084762 10:1.0 11:0.0045706825 12:0.125 13:0.13636364 14:0.037383176 15:0.0 16:13.973931 # 50627
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:3.003808 7:0.0 8:0.0 9:0.050215226 10:1.0 11:0.0009794319 12:0.09375 13:0.22727273 14:0.084112145 15:0.0 16:13.973931 # 52768
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.045941 8:0.0 9:0.050387934 10:1.0 11:0.0026118185 12:0.21875 13:0.18181819 14:0.084112145 15:0.0042283298 16:13.973931 # 54705
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.975183 5:0.0 6:2.7767556 7:2.75416 8:0.0 9:0.050666742 10:0.9 11:0.0006529546 12:0.1875 13:0.13636364 14:0.056074765 15:0.0084566595 16:13.973931 # 58106
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:1.1228051 8:0.0 9:0.050680764 10:1.0 11:0.0055501144 12:0.40625 13:0.3181818 14:0.10280374 15:0.0084566595 16:13.973931 # 58403
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.4952407 8:0.0 9:0.050758023 10:1.0 11:0.0035912504 12:0.125 13:0.25 14:0.084112145 15:0.006342495 16:13.973931 # 60047
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:3.1542618 7:1.6769595 8:0.0 9:0.042823527 10:1.0 11:0.01828273 12:0.09375 13:0.20454547 14:0.04672897 15:0.023255814 16:13.973931 # 947
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:2.140834 8:0.0 9:0.043151468 10:0.8 11:0.0035912504 12:0.15625 13:0.09090909 14:0.04672897 15:0.0042283298 16:13.973931 # 2519
2 qid:4 1:2.7947865 2:2.5585518 3:0.0 4:2.1112108 5:0.0 6:3.379589 7:0.0 8:0.0 9:0.04324317 10:0.6 11:0.0009794319 12:0.125 13:0.29545456 14:0.06542056 15:0.0 16:13.973931 # 4005
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.046013784 10:0.8 11:0.0006529546 12:0.125 13:0.3181818 14:0.09345794 15:0.0 16:13.973931 # 8722
3 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.168765 8:0.0 9:0.047036055 10:1.0 11:0.0009794319 12:0.125 13:0.18181819 14:0.04672897 15:0.0 16:13.973931 # 12023
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:2.5204163 8:0.0 9:0.047084425 10:0.9 11:0.0006529546 12:0.28125 13:0.20454547 14:0.17757009 15:0.0 16:13.973931 # 12262
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.3604705 5:0.0 6:0.0 7:3.295043 8:0.0 9:0.047090482 10:1.0 11:0.0022853413 12:0.21875 13:0.25 14:0.037383176 15:0.0021141649 16:13.973931 # 12334
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.0569098 5:0.0 6:3.8187366 7:2.5330484 8:0.0 9:0.04710259 10:1.0 11:0.01567091 12:0.15625 13:0.3181818 14:0.07476635 15:0.006342495 16:13.973931 # 12408
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.5701723 8:0.0 9:0.047248423 10:1.0 11:0.009141365 12:0.25 13:0.20454547 14:0.06542056 15:0.0042283298 16:13.973931 # 13372
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.047592226 10:1.0 11:0.0029382957 12:0.125 13:0.20454547 14:0.10280374 15:0.0 16:13.973931 # 16174
5 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.676467 5:0.0 6:0.0 7:3.4456403 8:0.0 9:0.047697585 10:0.9 11:0.008814887 12:0.25 13:0.18181819 14:0.06542056 15:0.0042283298 16:13.973931 # 17006
4 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.0569098 5:0.0 6:2.6435416 7:1.406393 8:0.0 9:0.04783463 10:1.0 11:0.0022853413 12:0.1875 13:0.3409091 14:0.10280374 15:0.0 16:13.973931 # 18579
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:2.154683 8:0.0 9:0.04796619 10:1.0 11:0.0019588638 12:0.125 13:0.13636364 14:0.028037382 15:0.0 16:13.973931 # 20342
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.2074966 8:0.0 9:0.051485788 10:1.0 11:0.0032647732 12:0.28125 13:0.25 14:0.06542056 15:0.006342495 16:13.973931 # 67755
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0515365 10:0.0 11:0.0 12:0.1875 13:0.11363637 14:0.07476635 15:0.0 16:13.973931 # 68081
5 qid:4 1:2.7947865 2:3.306036 3:0.0 4:3.3489547 5:0.0 6:0.0 7:3.5102534 8:0.0 9:0.051543754 10:0.9 11:0.0065295463 12:0.4375 13:0.06818182 14:0.018691588 15:0.0021141649 16:13.973931 # 68393
5 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:3.4930806 8:0.0 9:0.05160185 10:1.0 11:0.006203069 12:0.46875 13:0.1590909 14:0.07476635 15:0.0021141649 16:13.973931 # 68832
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.3306117 8:0.0 9:0.051769596 10:1.0 11:0.0019588638 12:0.34375 13:0.11363637 14:0.09345794 15:0.0 16:13.973931 # 70617
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0520122 10:1.0 11:0.0006529546 12:0.0625 13:0.18181819 14:0.028037382 15:0.0021141649 16:13.973931 # 72806
3 qid:4 1:2.7947865 2:2.7670958 3:0.0 4:0.0 5:0.0 6:0.0 7:1.9531076 8:0.0 9:0.052481722 10:1.0 11:0.0032647732 12:0.125 13:0.3181818 14:0.07476635 15:0.01268499 16:13.973931 # 78460
3 qid:4 1:2.7947865 2:2.376395 3:0.0 4:0.0 5:0.0 6:2.1741693 7:2.5014873 8:0.0 9:0.052526884 10:1.0 11:0.0019588638 12:0.0625 13:0.20454547 14:0.1495327 15:0.0 16:13.973931 # 79023
5 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.4322617 5:0.0 6:3.3713732 7:2.8021665 8:0.0 9:0.052526884 10:1.0 11:0.0068560233 12:0.125 13:0.20454547 14:0.037383176 15:0.006342495 16:13.973931 # 79079
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:3.2136254 8:0.0 9:0.052799474 10:0.8 11:0.0003264773 12:0.1875 13:0.22727273 14:0.06542056 15:0.0 16:13.973931 # 81686
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.052829936 10:0.0 11:0.0 12:0.21875 13:0.18181819 14:0.028037382 15:0.0 16:13.973931 # 82071
3 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.0426667 8:0.0 9:0.053121094 10:1.0 11:0.0032647732 12:0.34375 13:0.13636364 14:0.056074765 15:0.016913319 16:13.973931 # 85600
3 qid:4 1:2.7947865 2:2.5585518 3:0.0 4:0.0 5:0.0 6:3.1097589 7:2.208085 8:0.0 9:0.053121094 10:0.8 11:0.0013059092 12:0.3125 13:0.1590909 14:0.056074765 15:0.0 16:13.973931 # 85671
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.769143 5:0.0 6:3.9011717 7:3.1537633 8:0.0 9:0.053128798 10:0.9 11:0.0019588638 12:0.25 13:0.09090909 14:0.09345794 15:0.0021141649 16:13.973931 # 85718
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:2.3604386 7:0.0 8:0.0 9:0.053213708 10:0.0 11:0.0 12:0.09375 13:0.29545456 14:0.056074765 15:0.0 16:13.973931 # 86600
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.75416 8:0.0 9:0.053681664 10:0.8 11:0.0009794319 12:0.03125 13:0.1590909 14:0.06542056 15:0.0 16:13.973931 # 91206
3 qid:4 1:2.7947865 2:2.5552633 3:0.0 4:3.0901453 5:0.0 6:3.397356 7:3.3783402 8:0.0 9:0.05388701 10:0.8 11:0.0013059092 12:0.15625 13:0.09090909 14:0.037383176 15:0.0 16:13.973931 # 93053
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.053998232 10:0.8 11:0.0009794319 12:0.125 13:0.1590909 14:0.084112145 15:0.0021141649 16:13.973931 # 94145
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.975183 5:0.0 6:0.0 7:3.9172204 8:0.0 9:0.05411791 10:1.0 11:0.0029382957 12:0.34375 13:0.11363637 14:0.018691588 15:0.0084566595 16:13.973931 # 95313
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.054375 10:0.0 11:0.0 12:0.15625 13:0.20454547 14:0.06542056 15:0.0 16:13.973931 # 97362
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:2.3232439 8:0.0 9:0.05439115 10:0.7 11:0.0006529546 12:0.25 13:0.22727273 14:0.028037382 15:0.0 16:13.973931 # 97516
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.05441539 10:0.9 11:0.0016323866 12:0.1875 13:0.25 14:0.028037382 15:0.0084566595 16:13.973931 # 97817
5 qid:4 1:2.7947865 2:2.880478 3:0.0 4:0.0 5:0.0 6:4.293831 7:3.5195553 8:0.0 9:0.054946 10:0.9 11:0.012079661 12:0.4375 13:0.13636364 14:0.056074765 15:0.0042283298 16:13.973931 # 102176
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:1.1889887 7:0.0 8:0.0 9:0.05574887 10:0.0 11:0.0 12:0.125 13:0.20454547 14:0.17757009 15:0.0 16:13.973931 # 109080
5 qid:4 1:2.7947865 2:3.7204866 3:0.0 4:0.0 5:0.0 6:0.0 7:3.5256283 8:0.0 9:0.05646217 10:1.0 11:0.022200458 12:0.375 13:0.1590909 14:0.04672897 15:0.027484143 16:13.973931 # 117412
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.3669567 8:0.0 9:0.056874238 10:1.0 11:0.0032647732 12:0.03125 13:0.18181819 14:0.037383176 15:0.0021141649 16:13.973931 # 124263
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.056891907 10:0.0 11:0.0 12:0.09375 13:0.11363637 14:0.04672897 15:0.0 16:13.973931 # 124528
3 qid:4 1:2.7947865 2:2.4656398 3:0.0 4:0.0 5:0.0 6:0.0 7:2.9356623 8:0.0 9:0.05704253 10:0.9 11:0.0006529546 12:0.28125 13:0.13636364 14:0.056074765 15:0.0021141649 16:13.973931 # 126411
5 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.292796 5:0.0 6:3.886064 7:2.60685 8:0.0 9:0.05719396 10:0.9 11:0.0058765914 12:0.25 13:0.25 14:0.04672897 15:0.01268499 16:13.973931 # 128959
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.057571538 10:1.0 11:0.0003264773 12:0.15625 13:0.1590909 14:0.056074765 15:0.0 16:13.973931 # 133996
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.057689417 10:1.0 11:0.0003264773 12:0.15625 13:0.13636364 14:0.018691588 15:0.0 16:13.973931 # 135795
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.057689417 10:0.0 11:0.0 12:0.34375 13:0.20454547 14:0.037383176 15:0.0 16:13.973931 # 135816
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:3.5997553 8:0.0 9:0.057862584 10:1.0 11:0.0013059092 12:0.25 13:0.11363637 14:0.07476635 15:0.0 16:13.973931 # 137781
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:3.200057 7:3.593283 8:0.0 9:0.058453582 10:0.9 11:0.0029382957 12:0.25 13:0.11363637 14:0.028037382 15:0.0 16:13.973931 # 145963
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:2.75416 8:0.0 9:0.058481578 10:1.0 11:0.0006529546 12:0.125 13:0.13636364 14:0.04672897 15:0.0042283298 16:13.973931 # 146351
4 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.769143 5:0.0 6:0.0 7:3.849154 8:0.0 9:0.05850961 10:0.9 11:0.0048971595 12:0.125 13:0.1590909 14:0.04672897 15:0.006342495 16:13.973931 # 146683
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.292796 5:0.0 6:2.742209 7:0.0 8:0.0 9:0.058518954 10:0.0 11:0.0 12:0.125 13:0.22727273 14:0.07476635 15:0.0 16:13.973931 # 146733
4 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:4.2412567 7:2.9947486 8:0.0 9:0.05865954 10:1.0 11:0.0048971595 12:0.15625 13:0.045454547 14:0.018691588 15:0.0042283298 16:13.973931 # 148343
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:2.676467 5:0.0 6:2.6435416 7:3.758381 8:0.0 9:0.059267018 10:0.8 11:0.0006529546 12:0.0625 13:0.1590909 14:0.06542056 15:0.0021141649 16:13.973931 # 156265
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.1684566 5:0.0 6:2.742209 7:0.0 8:0.0 9:0.059382327 10:0.0 11:0.0 12:0.0625 13:0.3181818 14:0.07476635 15:0.0 16:13.973931 # 158095
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:3.620582 7:2.3232439 8:0.0 9:0.059420858 10:0.8 11:0.0016323866 12:0.03125 13:0.09090909 14:0.028037382 15:0.0 16:13.973931 # 158629
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:2.3604386 7:0.0 8:0.0 9:0.059478756 10:0.0 11:0.0 12:0.125 13:0.18181819 14:0.037383176 15:0.0 16:13.973931 # 159326
1 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.8684683 5:0.0 6:2.7085116 7:0.0 8:0.0 9:0.059604585 10:0.0 11:0.0 12:0.09375 13:0.13636364 14:0.06542056 15:0.0 16:13.973931 # 161281
4 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:3.397356 7:3.6422493 8:0.0 9:0.05962399 10:0.8 11:0.0019588638 12:0.25 13:0.11363637 14:0.037383176 15:0.0042283298 16:13.973931 # 161499
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:3.655079 5:0.0 6:4.1611853 7:0.0 8:0.0 9:0.0599166 10:1.0 11:0.0003264773 12:0.125 13:0.045454547 14:0.028037382 15:0.0042283298 16:13.973931 # 165437
3 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.4322617 5:0.0 6:3.2957566 7:0.0 8:0.0 9:0.05998529 10:1.0 11:0.0026118185 12:0.25 13:0.22727273 14:0.056074765 15:0.0042283298 16:13.973931 # 166439
2 qid:4 1:2.7947865 2:3.3827667 3:0.0 4:2.769143 5:0.0 6:3.6300588 7:3.0356898 8:0.0 9:0.060073838 10:0.8 11:0.0003264773 12:0.21875 13:0.1590909 14:0.06542056 15:0.0021141649 16:13.973931 # 167631
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.060221996 10:0.0 11:0.0 12:0.1875 13:0.1590909 14:0.04672897 15:0.0 16:13.973931 # 169765
3 qid:4 1:2.7947865 2:2.9472663 3:0.0 4:0.0 5:0.0 6:2.963422 7:3.8527145 8:0.0 9:0.06068095 10:0.9 11:0.0006529546 12:0.375 13:0.22727273 14:0.056074765 15:0.0042283298 16:13.973931 # 176982
1 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.06085234 10:0.0 11:0.0003264773 12:0.21875 13:0.20454547 14:0.04672897 15:0.0 16:13.973931 # 179475
2 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:3.8585367 7:3.1497188 8:0.0 9:0.06088269 10:1.0 11:0.0003264773 12:0.15625 13:0.1590909 14:0.04672897 15:0.0 16:13.973931 # 179706
2 qid:4 1:2.7947865 2:3.306036 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.061014533 10:1.0 11:0.0003264773 12:0.21875 13:0.29545456 14:0.056074765 15:0.0 16:13.973931 # 181452
3 qid:4 1:2.7947865 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:3.295043 8:0.0 9:0.0612697 10:1.0 11:0.0016323866 12:0.125 13:0.1590909 14:0.10280374 15:0.0021141649 16:13.973931 # 184800
4 qid:4 1:2.7947865 2:3.306036 3:0.0 4:2.975183 5:0.0 6:4.364688 7:3.456367 8:0.0 9:0.061320987 10:0.9 11:0.0032647732 12:0.28125 13:0.11363637 14:0.028037382 15:0.01268499 16:13.973931 # 185476
